Province_State,date,cases,normalized_cases,days_after_quarantine,rank_on_sah,rank_latest,normalized_rank_on_sah,normalized_rank_latest,population,persons_per_misq
Hawaii,3/26/20,95,67,1,42,48,31,50,1412687,220
Hawaii,3/25/20,91,64,0,42,48,31,50,1412687,220
Hawaii,3/24/20,90,64,-1,42,48,31,50,1412687,220
Hawaii,3/23/20,56,40,-2,42,48,31,50,1412687,220
Hawaii,3/22/20,53,38,-3,42,48,31,50,1412687,220
Hawaii,3/21/20,36,25,-4,42,48,31,50,1412687,220
Hawaii,3/20/20,36,25,-5,42,48,31,50,1412687,220
Hawaii,3/19/20,25,18,-6,42,48,31,50,1412687,220
Hawaii,3/18/20,15,11,-7,42,48,31,50,1412687,220
Hawaii,3/17/20,10,7,-8,42,48,31,50,1412687,220
Hawaii,3/16/20,8,6,-9,42,48,31,50,1412687,220
Hawaii,3/15/20,6,4,-10,42,48,31,50,1412687,220
Hawaii,3/14/20,4,3,-11,42,48,31,50,1412687,220
Hawaii,3/13/20,2,1,-12,42,48,31,50,1412687,220
Hawaii,3/12/20,2,1,-13,42,48,31,50,1412687,220
Hawaii,3/11/20,2,1,-14,42,48,31,50,1412687,220
Hawaii,3/10/20,3,2,,42,48,31,50,1412687,220
Hawaii,3/9/20,1,1,,42,48,31,50,1412687,220
Hawaii,3/8/20,1,1,,42,48,31,50,1412687,220
Hawaii,3/7/20,1,1,,42,48,31,50,1412687,220
Hawaii,3/6/20,0,0,,42,48,31,50,1412687,220
Hawaii,3/5/20,0,0,,42,48,31,50,1412687,220
Hawaii,3/4/20,0,0,,42,48,31,50,1412687,220
Hawaii,3/3/20,0,0,,42,48,31,50,1412687,220
Hawaii,3/2/20,0,0,,42,48,31,50,1412687,220
Hawaii,3/1/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/29/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/28/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/27/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/26/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/25/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/24/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/23/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/22/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/21/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/20/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/19/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/18/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/17/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/16/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/15/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/14/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/13/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/12/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/11/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/10/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/9/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/8/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/7/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/6/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/5/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/4/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/3/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/2/20,0,0,,42,48,31,50,1412687,220
Hawaii,2/1/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/31/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/30/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/29/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/28/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/27/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/26/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/25/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/24/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/23/20,0,0,,42,48,31,50,1412687,220
Hawaii,1/22/20,0,0,,42,48,31,50,1412687,220
Idaho,4/23/20,1836,1005,,43,42,41,32,1826156,22
Idaho,4/22/20,1766,967,,43,42,41,32,1826156,22
Idaho,4/21/20,1736,951,,43,42,41,32,1826156,22
Idaho,4/20/20,1672,916,,43,42,41,32,1826156,22
Idaho,4/19/20,1668,913,,43,42,41,32,1826156,22
Idaho,4/18/20,1655,906,,43,42,41,32,1826156,22
Idaho,4/17/20,1609,881,,43,42,41,32,1826156,22
Idaho,4/16/20,1587,869,,43,42,41,32,1826156,22
Idaho,4/15/20,1473,807,,43,42,41,32,1826156,22
Idaho,4/14/20,1464,802,,43,42,41,32,1826156,22
Idaho,4/13/20,1426,781,,43,42,41,32,1826156,22
Idaho,4/12/20,1407,770,,43,42,41,32,1826156,22
Idaho,4/11/20,1396,764,,43,42,41,32,1826156,22
Idaho,4/10/20,1354,741,,43,42,41,32,1826156,22
Idaho,4/9/20,1232,675,,43,42,41,32,1826156,22
Idaho,4/8/20,1210,663,14,43,42,41,32,1826156,22
Idaho,4/7/20,1170,641,13,43,42,41,32,1826156,22
Idaho,4/6/20,1101,603,12,43,42,41,32,1826156,22
Idaho,4/5/20,1078,590,11,43,42,41,32,1826156,22
Idaho,4/4/20,1022,560,10,43,42,41,32,1826156,22
Idaho,4/3/20,891,488,9,43,42,41,32,1826156,22
Idaho,4/2/20,776,425,8,43,42,41,32,1826156,22
Idaho,4/1/20,566,310,7,43,42,41,32,1826156,22
Idaho,3/31/20,515,282,6,43,42,41,32,1826156,22
Idaho,3/30/20,340,186,5,43,42,41,32,1826156,22
Idaho,3/29/20,281,154,4,43,42,41,32,1826156,22
Idaho,3/28/20,234,128,3,43,42,41,32,1826156,22
Idaho,3/27/20,205,112,2,43,42,41,32,1826156,22
Idaho,3/26/20,146,80,1,43,42,41,32,1826156,22
Idaho,3/25/20,91,50,0,43,42,41,32,1826156,22
Idaho,3/24/20,81,44,-1,43,42,41,32,1826156,22
Idaho,3/23/20,68,37,-2,43,42,41,32,1826156,22
Idaho,3/22/20,42,23,-3,43,42,41,32,1826156,22
Idaho,3/21/20,42,23,-4,43,42,41,32,1826156,22
Idaho,3/20/20,36,20,-5,43,42,41,32,1826156,22
Idaho,3/19/20,23,13,-6,43,42,41,32,1826156,22
Idaho,3/18/20,9,5,-7,43,42,41,32,1826156,22
Idaho,3/17/20,8,4,-8,43,42,41,32,1826156,22
Idaho,3/16/20,4,2,-9,43,42,41,32,1826156,22
Idaho,3/15/20,4,2,-10,43,42,41,32,1826156,22
Idaho,3/14/20,2,1,-11,43,42,41,32,1826156,22
Idaho,3/13/20,1,1,-12,43,42,41,32,1826156,22
Idaho,3/12/20,0,0,-13,43,42,41,32,1826156,22
Idaho,3/11/20,0,0,-14,43,42,41,32,1826156,22
Idaho,3/10/20,0,0,,43,42,41,32,1826156,22
Idaho,3/9/20,0,0,,43,42,41,32,1826156,22
Idaho,3/8/20,0,0,,43,42,41,32,1826156,22
Idaho,3/7/20,0,0,,43,42,41,32,1826156,22
Idaho,3/6/20,0,0,,43,42,41,32,1826156,22
Idaho,3/5/20,0,0,,43,42,41,32,1826156,22
Idaho,3/4/20,0,0,,43,42,41,32,1826156,22
Idaho,3/3/20,0,0,,43,42,41,32,1826156,22
Idaho,3/2/20,0,0,,43,42,41,32,1826156,22
Idaho,3/1/20,0,0,,43,42,41,32,1826156,22
Idaho,2/29/20,0,0,,43,42,41,32,1826156,22
Idaho,2/28/20,0,0,,43,42,41,32,1826156,22
Idaho,2/27/20,0,0,,43,42,41,32,1826156,22
Idaho,2/26/20,0,0,,43,42,41,32,1826156,22
Idaho,2/25/20,0,0,,43,42,41,32,1826156,22
Idaho,2/24/20,0,0,,43,42,41,32,1826156,22
Idaho,2/23/20,0,0,,43,42,41,32,1826156,22
Idaho,2/22/20,0,0,,43,42,41,32,1826156,22
Idaho,2/21/20,0,0,,43,42,41,32,1826156,22
Idaho,2/20/20,0,0,,43,42,41,32,1826156,22
Idaho,2/19/20,0,0,,43,42,41,32,1826156,22
Idaho,2/18/20,0,0,,43,42,41,32,1826156,22
Idaho,2/17/20,0,0,,43,42,41,32,1826156,22
Idaho,2/16/20,0,0,,43,42,41,32,1826156,22
Idaho,2/15/20,0,0,,43,42,41,32,1826156,22
Idaho,2/14/20,0,0,,43,42,41,32,1826156,22
Idaho,2/13/20,0,0,,43,42,41,32,1826156,22
Idaho,2/12/20,0,0,,43,42,41,32,1826156,22
Idaho,2/11/20,0,0,,43,42,41,32,1826156,22
Idaho,2/10/20,0,0,,43,42,41,32,1826156,22
Idaho,2/9/20,0,0,,43,42,41,32,1826156,22
Idaho,2/8/20,0,0,,43,42,41,32,1826156,22
Idaho,2/7/20,0,0,,43,42,41,32,1826156,22
Idaho,2/6/20,0,0,,43,42,41,32,1826156,22
Idaho,2/5/20,0,0,,43,42,41,32,1826156,22
Idaho,2/4/20,0,0,,43,42,41,32,1826156,22
Idaho,2/3/20,0,0,,43,42,41,32,1826156,22
Idaho,2/2/20,0,0,,43,42,41,32,1826156,22
Idaho,2/1/20,0,0,,43,42,41,32,1826156,22
Idaho,1/31/20,0,0,,43,42,41,32,1826156,22
Idaho,1/30/20,0,0,,43,42,41,32,1826156,22
Idaho,1/29/20,0,0,,43,42,41,32,1826156,22
Idaho,1/28/20,0,0,,43,42,41,32,1826156,22
Idaho,1/27/20,0,0,,43,42,41,32,1826156,22
Idaho,1/26/20,0,0,,43,42,41,32,1826156,22
Idaho,1/25/20,0,0,,43,42,41,32,1826156,22
Idaho,1/24/20,0,0,,43,42,41,32,1826156,22
Idaho,1/23/20,0,0,,43,42,41,32,1826156,22
Idaho,1/22/20,0,0,,43,42,41,32,1826156,22
Illinois,4/23/20,36937,2908,,7,6,10,11,12700381,228
Illinois,4/22/20,35107,2764,,7,6,10,11,12700381,228
Illinois,4/21/20,33059,2603,,7,6,10,11,12700381,228
Illinois,4/20/20,31513,2481,,7,6,10,11,12700381,228
Illinois,4/19/20,30357,2390,,7,6,10,11,12700381,228
Illinois,4/18/20,29160,2296,,7,6,10,11,12700381,228
Illinois,4/17/20,27578,2171,,7,6,10,11,12700381,228
Illinois,4/16/20,25734,2026,,7,6,10,11,12700381,228
Illinois,4/15/20,24593,1936,,7,6,10,11,12700381,228
Illinois,4/14/20,23248,1830,,7,6,10,11,12700381,228
Illinois,4/13/20,22025,1734,,7,6,10,11,12700381,228
Illinois,4/12/20,20852,1642,,7,6,10,11,12700381,228
Illinois,4/11/20,19180,1510,,7,6,10,11,12700381,228
Illinois,4/10/20,17887,1408,,7,6,10,11,12700381,228
Illinois,4/9/20,16422,1293,,7,6,10,11,12700381,228
Illinois,4/8/20,15078,1187,,7,6,10,11,12700381,228
Illinois,4/7/20,13553,1067,,7,6,10,11,12700381,228
Illinois,4/6/20,12262,965,,7,6,10,11,12700381,228
Illinois,4/5/20,11259,887,,7,6,10,11,12700381,228
Illinois,4/4/20,10357,815,14,7,6,10,11,12700381,228
Illinois,4/3/20,8904,701,13,7,6,10,11,12700381,228
Illinois,4/2/20,7695,606,12,7,6,10,11,12700381,228
Illinois,4/1/20,6980,550,11,7,6,10,11,12700381,228
Illinois,3/31/20,5994,472,10,7,6,10,11,12700381,228
Illinois,3/30/20,5056,398,9,7,6,10,11,12700381,228
Illinois,3/29/20,4596,362,8,7,6,10,11,12700381,228
Illinois,3/28/20,3491,275,7,7,6,10,11,12700381,228
Illinois,3/27/20,3024,238,6,7,6,10,11,12700381,228
Illinois,3/26/20,2538,200,5,7,6,10,11,12700381,228
Illinois,3/25/20,1865,147,4,7,6,10,11,12700381,228
Illinois,3/24/20,1537,121,3,7,6,10,11,12700381,228
Illinois,3/23/20,1285,101,2,7,6,10,11,12700381,228
Illinois,3/22/20,1049,83,1,7,6,10,11,12700381,228
Illinois,3/21/20,753,59,0,7,6,10,11,12700381,228
Illinois,3/20/20,585,46,-1,7,6,10,11,12700381,228
Illinois,3/19/20,422,33,-2,7,6,10,11,12700381,228
Illinois,3/18/20,272,21,-3,7,6,10,11,12700381,228
Illinois,3/17/20,161,13,-4,7,6,10,11,12700381,228
Illinois,3/16/20,83,7,-5,7,6,10,11,12700381,228
Illinois,3/15/20,66,5,-6,7,6,10,11,12700381,228
Illinois,3/14/20,64,5,-7,7,6,10,11,12700381,228
Illinois,3/13/20,46,4,-8,7,6,10,11,12700381,228
Illinois,3/12/20,32,3,-9,7,6,10,11,12700381,228
Illinois,3/11/20,25,2,-10,7,6,10,11,12700381,228
Illinois,3/10/20,12,1,-11,7,6,10,11,12700381,228
Illinois,3/9/20,7,1,-12,7,6,10,11,12700381,228
Illinois,3/8/20,7,1,-13,7,6,10,11,12700381,228
Illinois,3/7/20,6,0,-14,7,6,10,11,12700381,228
Illinois,3/6/20,5,0,,7,6,10,11,12700381,228
Illinois,3/5/20,5,0,,7,6,10,11,12700381,228
Illinois,3/4/20,4,0,,7,6,10,11,12700381,228
Illinois,3/3/20,4,0,,7,6,10,11,12700381,228
Illinois,3/2/20,4,0,,7,6,10,11,12700381,228
Illinois,3/1/20,3,0,,7,6,10,11,12700381,228
Illinois,2/29/20,2,0,,7,6,10,11,12700381,228
Illinois,2/28/20,2,0,,7,6,10,11,12700381,228
Illinois,2/27/20,2,0,,7,6,10,11,12700381,228
Illinois,2/26/20,2,0,,7,6,10,11,12700381,228
Illinois,2/25/20,2,0,,7,6,10,11,12700381,228
Illinois,2/24/20,2,0,,7,6,10,11,12700381,228
Illinois,2/23/20,2,0,,7,6,10,11,12700381,228
Illinois,2/22/20,2,0,,7,6,10,11,12700381,228
Illinois,2/21/20,2,0,,7,6,10,11,12700381,228
Illinois,2/20/20,2,0,,7,6,10,11,12700381,228
Illinois,2/19/20,2,0,,7,6,10,11,12700381,228
Illinois,2/18/20,2,0,,7,6,10,11,12700381,228
Illinois,2/17/20,2,0,,7,6,10,11,12700381,228
Illinois,2/16/20,2,0,,7,6,10,11,12700381,228
Illinois,2/15/20,2,0,,7,6,10,11,12700381,228
Illinois,2/14/20,2,0,,7,6,10,11,12700381,228
Illinois,2/13/20,2,0,,7,6,10,11,12700381,228
Illinois,2/12/20,2,0,,7,6,10,11,12700381,228
Illinois,2/11/20,2,0,,7,6,10,11,12700381,228
Illinois,2/10/20,2,0,,7,6,10,11,12700381,228
Illinois,2/9/20,2,0,,7,6,10,11,12700381,228
Illinois,2/8/20,2,0,,7,6,10,11,12700381,228
Illinois,2/7/20,2,0,,7,6,10,11,12700381,228
Illinois,2/6/20,2,0,,7,6,10,11,12700381,228
Illinois,2/5/20,2,0,,7,6,10,11,12700381,228
Illinois,2/4/20,2,0,,7,6,10,11,12700381,228
Illinois,2/3/20,2,0,,7,6,10,11,12700381,228
Illinois,2/2/20,2,0,,7,6,10,11,12700381,228
Illinois,2/1/20,2,0,,7,6,10,11,12700381,228
Illinois,1/31/20,2,0,,7,6,10,11,12700381,228
Illinois,1/30/20,1,0,,7,6,10,11,12700381,228
Illinois,1/29/20,1,0,,7,6,10,11,12700381,228
Illinois,1/28/20,1,0,,7,6,10,11,12700381,228
Illinois,1/27/20,1,0,,7,6,10,11,12700381,228
Illinois,1/26/20,1,0,,7,6,10,11,12700381,228
Illinois,1/25/20,1,0,,7,6,10,11,12700381,228
Illinois,1/24/20,1,0,,7,6,10,11,12700381,228
Illinois,1/23/20,0,0,,7,6,10,11,12700381,228
Illinois,1/22/20,0,0,,7,6,10,11,12700381,228
Indiana,4/23/20,13039,1933,,19,15,29,15,6745354,188
Indiana,4/22/20,12438,1844,,19,15,29,15,6745354,188
Indiana,4/21/20,12097,1793,,19,15,29,15,6745354,188
Indiana,4/20/20,11688,1733,,19,15,29,15,6745354,188
Indiana,4/19/20,11211,1662,,19,15,29,15,6745354,188
Indiana,4/18/20,10641,1578,,19,15,29,15,6745354,188
Indiana,4/17/20,10154,1505,,19,15,29,15,6745354,188
Indiana,4/16/20,9542,1415,,19,15,29,15,6745354,188
Indiana,4/15/20,8960,1328,,19,15,29,15,6745354,188
Indiana,4/14/20,8527,1264,,19,15,29,15,6745354,188
Indiana,4/13/20,8359,1239,,19,15,29,15,6745354,188
Indiana,4/12/20,7928,1175,,19,15,29,15,6745354,188
Indiana,4/11/20,7435,1102,,19,15,29,15,6745354,188
Indiana,4/10/20,6907,1024,,19,15,29,15,6745354,188
Indiana,4/9/20,6351,942,,19,15,29,15,6745354,188
Indiana,4/8/20,5943,881,,19,15,29,15,6745354,188
Indiana,4/7/20,5510,817,14,19,15,29,15,6745354,188
Indiana,4/6/20,4956,735,13,19,15,29,15,6745354,188
Indiana,4/5/20,4411,654,12,19,15,29,15,6745354,188
Indiana,4/4/20,3953,586,11,19,15,29,15,6745354,188
Indiana,4/3/20,3437,510,10,19,15,29,15,6745354,188
Indiana,4/2/20,3038,450,9,19,15,29,15,6745354,188
Indiana,4/1/20,2564,380,8,19,15,29,15,6745354,188
Indiana,3/31/20,2158,320,7,19,15,29,15,6745354,188
Indiana,3/30/20,1786,265,6,19,15,29,15,6745354,188
Indiana,3/29/20,1513,224,5,19,15,29,15,6745354,188
Indiana,3/28/20,1233,183,4,19,15,29,15,6745354,188
Indiana,3/27/20,979,145,3,19,15,29,15,6745354,188
Indiana,3/26/20,645,96,2,19,15,29,15,6745354,188
Indiana,3/25/20,477,71,1,19,15,29,15,6745354,188
Indiana,3/24/20,368,55,0,19,15,29,15,6745354,188
Indiana,3/23/20,270,40,-1,19,15,29,15,6745354,188
Indiana,3/22/20,204,30,-2,19,15,29,15,6745354,188
Indiana,3/21/20,128,19,-3,19,15,29,15,6745354,188
Indiana,3/20/20,86,13,-4,19,15,29,15,6745354,188
Indiana,3/19/20,60,9,-5,19,15,29,15,6745354,188
Indiana,3/18/20,38,6,-6,19,15,29,15,6745354,188
Indiana,3/17/20,30,4,-7,19,15,29,15,6745354,188
Indiana,3/16/20,25,4,-8,19,15,29,15,6745354,188
Indiana,3/15/20,20,3,-9,19,15,29,15,6745354,188
Indiana,3/14/20,16,2,-10,19,15,29,15,6745354,188
Indiana,3/13/20,13,2,-11,19,15,29,15,6745354,188
Indiana,3/12/20,13,2,-12,19,15,29,15,6745354,188
Indiana,3/11/20,11,2,-13,19,15,29,15,6745354,188
Indiana,3/10/20,6,1,-14,19,15,29,15,6745354,188
Indiana,3/9/20,3,0,,19,15,29,15,6745354,188
Indiana,3/8/20,2,0,,19,15,29,15,6745354,188
Indiana,3/7/20,1,0,,19,15,29,15,6745354,188
Indiana,3/6/20,1,0,,19,15,29,15,6745354,188
Indiana,3/5/20,0,0,,19,15,29,15,6745354,188
Indiana,3/4/20,0,0,,19,15,29,15,6745354,188
Indiana,3/3/20,0,0,,19,15,29,15,6745354,188
Indiana,3/2/20,0,0,,19,15,29,15,6745354,188
Indiana,3/1/20,0,0,,19,15,29,15,6745354,188
Indiana,2/29/20,0,0,,19,15,29,15,6745354,188
Indiana,2/28/20,0,0,,19,15,29,15,6745354,188
Indiana,2/27/20,0,0,,19,15,29,15,6745354,188
Indiana,2/26/20,0,0,,19,15,29,15,6745354,188
Indiana,2/25/20,0,0,,19,15,29,15,6745354,188
Indiana,2/24/20,0,0,,19,15,29,15,6745354,188
Indiana,2/23/20,0,0,,19,15,29,15,6745354,188
Indiana,2/22/20,0,0,,19,15,29,15,6745354,188
Indiana,2/21/20,0,0,,19,15,29,15,6745354,188
Indiana,2/20/20,0,0,,19,15,29,15,6745354,188
Indiana,2/19/20,0,0,,19,15,29,15,6745354,188
Indiana,2/18/20,0,0,,19,15,29,15,6745354,188
Indiana,2/17/20,0,0,,19,15,29,15,6745354,188
Indiana,2/16/20,0,0,,19,15,29,15,6745354,188
Indiana,2/15/20,0,0,,19,15,29,15,6745354,188
Indiana,2/14/20,0,0,,19,15,29,15,6745354,188
Indiana,2/13/20,0,0,,19,15,29,15,6745354,188
Indiana,2/12/20,0,0,,19,15,29,15,6745354,188
Indiana,2/11/20,0,0,,19,15,29,15,6745354,188
Indiana,2/10/20,0,0,,19,15,29,15,6745354,188
Indiana,2/9/20,0,0,,19,15,29,15,6745354,188
Indiana,2/8/20,0,0,,19,15,29,15,6745354,188
Indiana,2/7/20,0,0,,19,15,29,15,6745354,188
Indiana,2/6/20,0,0,,19,15,29,15,6745354,188
Indiana,2/5/20,0,0,,19,15,29,15,6745354,188
Indiana,2/4/20,0,0,,19,15,29,15,6745354,188
Indiana,2/3/20,0,0,,19,15,29,15,6745354,188
Indiana,2/2/20,0,0,,19,15,29,15,6745354,188
Indiana,2/1/20,0,0,,19,15,29,15,6745354,188
Indiana,1/31/20,0,0,,19,15,29,15,6745354,188
Indiana,1/30/20,0,0,,19,15,29,15,6745354,188
Indiana,1/29/20,0,0,,19,15,29,15,6745354,188
Indiana,1/28/20,0,0,,19,15,29,15,6745354,188
Indiana,1/27/20,0,0,,19,15,29,15,6745354,188
Indiana,1/26/20,0,0,,19,15,29,15,6745354,188
Indiana,1/25/20,0,0,,19,15,29,15,6745354,188
Indiana,1/24/20,0,0,,19,15,29,15,6745354,188
Indiana,1/23/20,0,0,,19,15,29,15,6745354,188
Indiana,1/22/20,0,0,,19,15,29,15,6745354,188
Iowa,4/23/20,3924,1234,,,29,,24,3179849,57
Iowa,4/22/20,3748,1179,,,29,,24,3179849,57
Iowa,4/21/20,3641,1145,,,29,,24,3179849,57
Iowa,4/20/20,3159,993,,,29,,24,3179849,57
Iowa,4/19/20,2902,913,,,29,,24,3179849,57
Iowa,4/18/20,2513,790,,,29,,24,3179849,57
Iowa,4/17/20,2332,733,,,29,,24,3179849,57
Iowa,4/16/20,2141,673,,,29,,24,3179849,57
Iowa,4/15/20,1995,627,,,29,,24,3179849,57
Iowa,4/14/20,1899,597,,,29,,24,3179849,57
Iowa,4/13/20,1710,538,,,29,,24,3179849,57
Iowa,4/12/20,1587,499,,,29,,24,3179849,57
Iowa,4/11/20,1510,475,,,29,,24,3179849,57
Iowa,4/10/20,1388,436,,,29,,24,3179849,57
Iowa,4/9/20,1270,399,,,29,,24,3179849,57
Iowa,4/8/20,1145,360,,,29,,24,3179849,57
Iowa,4/7/20,1046,329,,,29,,24,3179849,57
Iowa,4/6/20,946,297,,,29,,24,3179849,57
Iowa,4/5/20,869,273,,,29,,24,3179849,57
Iowa,4/4/20,787,247,,,29,,24,3179849,57
Iowa,4/3/20,699,220,,,29,,24,3179849,57
Iowa,4/2/20,614,193,,,29,,24,3179849,57
Iowa,4/1/20,547,172,,,29,,24,3179849,57
Iowa,3/31/20,497,156,,,29,,24,3179849,57
Iowa,3/30/20,424,133,,,29,,24,3179849,57
Iowa,3/29/20,336,106,,,29,,24,3179849,57
Iowa,3/28/20,298,94,,,29,,24,3179849,57
Iowa,3/27/20,235,74,,,29,,24,3179849,57
Iowa,3/26/20,179,56,,,29,,24,3179849,57
Iowa,3/25/20,146,46,,,29,,24,3179849,57
Iowa,3/24/20,124,39,,,29,,24,3179849,57
Iowa,3/23/20,105,33,,,29,,24,3179849,57
Iowa,3/22/20,90,28,,,29,,24,3179849,57
Iowa,3/21/20,69,22,,,29,,24,3179849,57
Iowa,3/20/20,45,14,,,29,,24,3179849,57
Iowa,3/19/20,44,14,,,29,,24,3179849,57
Iowa,3/18/20,38,12,,,29,,24,3179849,57
Iowa,3/17/20,23,7,,,29,,24,3179849,57
Iowa,3/16/20,23,7,,,29,,24,3179849,57
Iowa,3/15/20,18,6,,,29,,24,3179849,57
Iowa,3/14/20,17,5,,,29,,24,3179849,57
Iowa,3/13/20,17,5,,,29,,24,3179849,57
Iowa,3/12/20,14,4,,,29,,24,3179849,57
Iowa,3/11/20,13,4,,,29,,24,3179849,57
Iowa,3/10/20,8,3,,,29,,24,3179849,57
Iowa,3/9/20,3,1,,,29,,24,3179849,57
Iowa,3/8/20,0,0,,,29,,24,3179849,57
Iowa,3/7/20,0,0,,,29,,24,3179849,57
Iowa,3/6/20,0,0,,,29,,24,3179849,57
Iowa,3/5/20,0,0,,,29,,24,3179849,57
Iowa,3/4/20,0,0,,,29,,24,3179849,57
Iowa,3/3/20,0,0,,,29,,24,3179849,57
Iowa,3/2/20,0,0,,,29,,24,3179849,57
Iowa,3/1/20,0,0,,,29,,24,3179849,57
Iowa,2/29/20,0,0,,,29,,24,3179849,57
Iowa,2/28/20,0,0,,,29,,24,3179849,57
Iowa,2/27/20,0,0,,,29,,24,3179849,57
Iowa,2/26/20,0,0,,,29,,24,3179849,57
Iowa,2/25/20,0,0,,,29,,24,3179849,57
Iowa,2/24/20,0,0,,,29,,24,3179849,57
Iowa,2/23/20,0,0,,,29,,24,3179849,57
Iowa,2/22/20,0,0,,,29,,24,3179849,57
Iowa,2/21/20,0,0,,,29,,24,3179849,57
Iowa,2/20/20,0,0,,,29,,24,3179849,57
Iowa,2/19/20,0,0,,,29,,24,3179849,57
Iowa,2/18/20,0,0,,,29,,24,3179849,57
Iowa,2/17/20,0,0,,,29,,24,3179849,57
Iowa,2/16/20,0,0,,,29,,24,3179849,57
Iowa,2/15/20,0,0,,,29,,24,3179849,57
Iowa,2/14/20,0,0,,,29,,24,3179849,57
Iowa,2/13/20,0,0,,,29,,24,3179849,57
Iowa,2/12/20,0,0,,,29,,24,3179849,57
Iowa,2/11/20,0,0,,,29,,24,3179849,57
Iowa,2/10/20,0,0,,,29,,24,3179849,57
Iowa,2/9/20,0,0,,,29,,24,3179849,57
Iowa,2/8/20,0,0,,,29,,24,3179849,57
Iowa,2/7/20,0,0,,,29,,24,3179849,57
Iowa,2/6/20,0,0,,,29,,24,3179849,57
Iowa,2/5/20,0,0,,,29,,24,3179849,57
Iowa,2/4/20,0,0,,,29,,24,3179849,57
Iowa,2/3/20,0,0,,,29,,24,3179849,57
Iowa,2/2/20,0,0,,,29,,24,3179849,57
Iowa,2/1/20,0,0,,,29,,24,3179849,57
Iowa,1/31/20,0,0,,,29,,24,3179849,57
Iowa,1/30/20,0,0,,,29,,24,3179849,57
Iowa,1/29/20,0,0,,,29,,24,3179849,57
Iowa,1/28/20,0,0,,,29,,24,3179849,57
Iowa,1/27/20,0,0,,,29,,24,3179849,57
Iowa,1/26/20,0,0,,,29,,24,3179849,57
Iowa,1/25/20,0,0,,,29,,24,3179849,57
Iowa,1/24/20,0,0,,,29,,24,3179849,57
Iowa,1/23/20,0,0,,,29,,24,3179849,57
Iowa,1/22/20,0,0,,,29,,24,3179849,57
Kansas,4/23/20,2721,935,,37,36,40,35,2910357,36
Kansas,4/22/20,2331,801,,37,36,40,35,2910357,36
Kansas,4/21/20,2164,744,,37,36,40,35,2910357,36
Kansas,4/20/20,2048,704,,37,36,40,35,2910357,36
Kansas,4/19/20,1905,655,,37,36,40,35,2910357,36
Kansas,4/18/20,1821,626,,37,36,40,35,2910357,36
Kansas,4/17/20,1730,594,,37,36,40,35,2910357,36
Kansas,4/16/20,1615,555,,37,36,40,35,2910357,36
Kansas,4/15/20,1504,517,,37,36,40,35,2910357,36
Kansas,4/14/20,1441,495,,37,36,40,35,2910357,36
Kansas,4/13/20,1390,478,14,37,36,40,35,2910357,36
Kansas,4/12/20,1344,462,13,37,36,40,35,2910357,36
Kansas,4/11/20,1275,438,12,37,36,40,35,2910357,36
Kansas,4/10/20,1117,384,11,37,36,40,35,2910357,36
Kansas,4/9/20,1116,383,10,37,36,40,35,2910357,36
Kansas,4/8/20,1046,359,9,37,36,40,35,2910357,36
Kansas,4/7/20,912,313,8,37,36,40,35,2910357,36
Kansas,4/6/20,849,292,7,37,36,40,35,2910357,36
Kansas,4/5/20,751,258,6,37,36,40,35,2910357,36
Kansas,4/4/20,698,240,5,37,36,40,35,2910357,36
