Province_State,date,cases,normalized_cases,days_after_quarantine,rank_on_sah,rank_latest,normalized_rank_on_sah,normalized_rank_latest,population,persons_per_misq
Alabama,4/23/20,5832,1188,,26,23,30,27,4908621,97
Alabama,4/22/20,5593,1139,,26,23,30,27,4908621,97
Alabama,4/21/20,5317,1083,,26,23,30,27,4908621,97
Alabama,4/20/20,5079,1035,,26,23,30,27,4908621,97
Alabama,4/19/20,4888,996,,26,23,30,27,4908621,97
Alabama,4/18/20,4712,960,14,26,23,30,27,4908621,97
Alabama,4/17/20,4571,931,13,26,23,30,27,4908621,97
Alabama,4/16/20,4345,885,12,26,23,30,27,4908621,97
Alabama,4/15/20,4075,830,11,26,23,30,27,4908621,97
Alabama,4/14/20,3953,805,10,26,23,30,27,4908621,97
Alabama,4/13/20,3734,761,9,26,23,30,27,4908621,97
Alabama,4/12/20,3563,726,8,26,23,30,27,4908621,97
Alabama,4/11/20,3217,655,7,26,23,30,27,4908621,97
Alabama,4/10/20,2947,600,6,26,23,30,27,4908621,97
Alabama,4/9/20,2703,551,5,26,23,30,27,4908621,97
Alabama,4/8/20,2328,474,4,26,23,30,27,4908621,97
Alabama,4/7/20,2169,442,3,26,23,30,27,4908621,97
Alabama,4/6/20,1952,398,2,26,23,30,27,4908621,97
Alabama,4/5/20,1765,360,1,26,23,30,27,4908621,97
Alabama,4/4/20,1614,329,0,26,23,30,27,4908621,97
Alabama,4/3/20,1495,305,-1,26,23,30,27,4908621,97
Alabama,4/2/20,1233,251,-2,26,23,30,27,4908621,97
Alabama,4/1/20,1060,216,-3,26,23,30,27,4908621,97
Alabama,3/31/20,987,201,-4,26,23,30,27,4908621,97
Alabama,3/30/20,899,183,-5,26,23,30,27,4908621,97
Alabama,3/29/20,825,168,-6,26,23,30,27,4908621,97
Alabama,3/28/20,694,141,-7,26,23,30,27,4908621,97
Alabama,3/27/20,587,120,-8,26,23,30,27,4908621,97
Alabama,3/26/20,517,105,-9,26,23,30,27,4908621,97
Alabama,3/25/20,381,78,-10,26,23,30,27,4908621,97
Alabama,3/24/20,242,49,-11,26,23,30,27,4908621,97
Alabama,3/23/20,196,40,-12,26,23,30,27,4908621,97
Alabama,3/22/20,157,32,-13,26,23,30,27,4908621,97
Alabama,3/21/20,131,27,-14,26,23,30,27,4908621,97
Alabama,3/20/20,106,22,,26,23,30,27,4908621,97
Alabama,3/19/20,78,16,,26,23,30,27,4908621,97
Alabama,3/18/20,51,10,,26,23,30,27,4908621,97
Alabama,3/17/20,39,8,,26,23,30,27,4908621,97
Alabama,3/16/20,29,6,,26,23,30,27,4908621,97
Alabama,3/15/20,11,2,,26,23,30,27,4908621,97
Alabama,3/14/20,7,1,,26,23,30,27,4908621,97
Alabama,3/13/20,5,1,,26,23,30,27,4908621,97
Alabama,3/12/20,0,0,,26,23,30,27,4908621,97
Alabama,3/11/20,0,0,,26,23,30,27,4908621,97
Alabama,3/10/20,0,0,,26,23,30,27,4908621,97
Alabama,3/9/20,0,0,,26,23,30,27,4908621,97
Alabama,3/8/20,0,0,,26,23,30,27,4908621,97
Alabama,3/7/20,0,0,,26,23,30,27,4908621,97
Alabama,3/6/20,0,0,,26,23,30,27,4908621,97
Alabama,3/5/20,0,0,,26,23,30,27,4908621,97
Alabama,3/4/20,0,0,,26,23,30,27,4908621,97
Alabama,3/3/20,0,0,,26,23,30,27,4908621,97
Alabama,3/2/20,0,0,,26,23,30,27,4908621,97
Alabama,3/1/20,0,0,,26,23,30,27,4908621,97
Alabama,2/29/20,0,0,,26,23,30,27,4908621,97
Alabama,2/28/20,0,0,,26,23,30,27,4908621,97
Alabama,2/27/20,0,0,,26,23,30,27,4908621,97
Alabama,2/26/20,0,0,,26,23,30,27,4908621,97
Alabama,2/25/20,0,0,,26,23,30,27,4908621,97
Alabama,2/24/20,0,0,,26,23,30,27,4908621,97
Alabama,2/23/20,0,0,,26,23,30,27,4908621,97
Alabama,2/22/20,0,0,,26,23,30,27,4908621,97
Alabama,2/21/20,0,0,,26,23,30,27,4908621,97
Alabama,2/20/20,0,0,,26,23,30,27,4908621,97
Alabama,2/19/20,0,0,,26,23,30,27,4908621,97
Alabama,2/18/20,0,0,,26,23,30,27,4908621,97
Alabama,2/17/20,0,0,,26,23,30,27,4908621,97
Alabama,2/16/20,0,0,,26,23,30,27,4908621,97
Alabama,2/15/20,0,0,,26,23,30,27,4908621,97
Alabama,2/14/20,0,0,,26,23,30,27,4908621,97
Alabama,2/13/20,0,0,,26,23,30,27,4908621,97
Alabama,2/12/20,0,0,,26,23,30,27,4908621,97
Alabama,2/11/20,0,0,,26,23,30,27,4908621,97
Alabama,2/10/20,0,0,,26,23,30,27,4908621,97
Alabama,2/9/20,0,0,,26,23,30,27,4908621,97
Alabama,2/8/20,0,0,,26,23,30,27,4908621,97
Alabama,2/7/20,0,0,,26,23,30,27,4908621,97
Alabama,2/6/20,0,0,,26,23,30,27,4908621,97
Alabama,2/5/20,0,0,,26,23,30,27,4908621,97
Alabama,2/4/20,0,0,,26,23,30,27,4908621,97
Alabama,2/3/20,0,0,,26,23,30,27,4908621,97
Alabama,2/2/20,0,0,,26,23,30,27,4908621,97
Alabama,2/1/20,0,0,,26,23,30,27,4908621,97
Alabama,1/31/20,0,0,,26,23,30,27,4908621,97
Alabama,1/30/20,0,0,,26,23,30,27,4908621,97
Alabama,1/29/20,0,0,,26,23,30,27,4908621,97
Alabama,1/28/20,0,0,,26,23,30,27,4908621,97
Alabama,1/27/20,0,0,,26,23,30,27,4908621,97
Alabama,1/26/20,0,0,,26,23,30,27,4908621,97
Alabama,1/25/20,0,0,,26,23,30,27,4908621,97
Alabama,1/24/20,0,0,,26,23,30,27,4908621,97
Alabama,1/23/20,0,0,,26,23,30,27,4908621,97
Alabama,1/22/20,0,0,,26,23,30,27,4908621,97
Alaska,4/23/20,337,459,,49,51,36,49,734002,1
Alaska,4/22/20,335,456,,49,51,36,49,734002,1
Alaska,4/21/20,329,448,,49,51,36,49,734002,1
Alaska,4/20/20,321,437,,49,51,36,49,734002,1
Alaska,4/19/20,319,435,,49,51,36,49,734002,1
Alaska,4/18/20,314,428,,49,51,36,49,734002,1
Alaska,4/17/20,309,421,,49,51,36,49,734002,1
Alaska,4/16/20,300,409,,49,51,36,49,734002,1
Alaska,4/15/20,293,399,,49,51,36,49,734002,1
Alaska,4/14/20,285,388,,49,51,36,49,734002,1
Alaska,4/13/20,277,377,,49,51,36,49,734002,1
Alaska,4/12/20,272,371,,49,51,36,49,734002,1
Alaska,4/11/20,257,350,14,49,51,36,49,734002,1
Alaska,4/10/20,246,335,13,49,51,36,49,734002,1
Alaska,4/9/20,235,320,12,49,51,36,49,734002,1
Alaska,4/8/20,226,308,11,49,51,36,49,734002,1
Alaska,4/7/20,213,290,10,49,51,36,49,734002,1
Alaska,4/6/20,190,259,9,49,51,36,49,734002,1
Alaska,4/5/20,185,252,8,49,51,36,49,734002,1
Alaska,4/4/20,171,233,7,49,51,36,49,734002,1
Alaska,4/3/20,157,214,6,49,51,36,49,734002,1
Alaska,4/2/20,143,195,5,49,51,36,49,734002,1
Alaska,4/1/20,132,180,4,49,51,36,49,734002,1
Alaska,3/31/20,119,162,3,49,51,36,49,734002,1
Alaska,3/30/20,114,155,2,49,51,36,49,734002,1
Alaska,3/29/20,102,139,1,49,51,36,49,734002,1
Alaska,3/28/20,85,116,0,49,51,36,49,734002,1
Alaska,3/27/20,58,79,-1,49,51,36,49,734002,1
Alaska,3/26/20,56,76,-2,49,51,36,49,734002,1
Alaska,3/25/20,41,56,-3,49,51,36,49,734002,1
Alaska,3/24/20,34,46,-4,49,51,36,49,734002,1
Alaska,3/23/20,30,41,-5,49,51,36,49,734002,1
Alaska,3/22/20,18,25,-6,49,51,36,49,734002,1
Alaska,3/21/20,13,18,-7,49,51,36,49,734002,1
Alaska,3/20/20,11,15,-8,49,51,36,49,734002,1
Alaska,3/19/20,8,11,-9,49,51,36,49,734002,1
Alaska,3/18/20,5,7,-10,49,51,36,49,734002,1
Alaska,3/17/20,3,4,-11,49,51,36,49,734002,1
Alaska,3/16/20,1,1,-12,49,51,36,49,734002,1
Alaska,3/15/20,1,1,-13,49,51,36,49,734002,1
Alaska,3/14/20,1,1,-14,49,51,36,49,734002,1
Alaska,3/13/20,1,1,,49,51,36,49,734002,1
Alaska,3/12/20,0,0,,49,51,36,49,734002,1
Alaska,3/11/20,0,0,,49,51,36,49,734002,1
Alaska,3/10/20,0,0,,49,51,36,49,734002,1
Alaska,3/9/20,0,0,,49,51,36,49,734002,1
Alaska,3/8/20,0,0,,49,51,36,49,734002,1
Alaska,3/7/20,0,0,,49,51,36,49,734002,1
Alaska,3/6/20,0,0,,49,51,36,49,734002,1
Alaska,3/5/20,0,0,,49,51,36,49,734002,1
Alaska,3/4/20,0,0,,49,51,36,49,734002,1
Alaska,3/3/20,0,0,,49,51,36,49,734002,1
Alaska,3/2/20,0,0,,49,51,36,49,734002,1
Alaska,3/1/20,0,0,,49,51,36,49,734002,1
Alaska,2/29/20,0,0,,49,51,36,49,734002,1
Alaska,2/28/20,0,0,,49,51,36,49,734002,1
Alaska,2/27/20,0,0,,49,51,36,49,734002,1
Alaska,2/26/20,0,0,,49,51,36,49,734002,1
Alaska,2/25/20,0,0,,49,51,36,49,734002,1
Alaska,2/24/20,0,0,,49,51,36,49,734002,1
Alaska,2/23/20,0,0,,49,51,36,49,734002,1
Alaska,2/22/20,0,0,,49,51,36,49,734002,1
Alaska,2/21/20,0,0,,49,51,36,49,734002,1
Alaska,2/20/20,0,0,,49,51,36,49,734002,1
Alaska,2/19/20,0,0,,49,51,36,49,734002,1
Alaska,2/18/20,0,0,,49,51,36,49,734002,1
Alaska,2/17/20,0,0,,49,51,36,49,734002,1
Alaska,2/16/20,0,0,,49,51,36,49,734002,1
Alaska,2/15/20,0,0,,49,51,36,49,734002,1
Alaska,2/14/20,0,0,,49,51,36,49,734002,1
Alaska,2/13/20,0,0,,49,51,36,49,734002,1
Alaska,2/12/20,0,0,,49,51,36,49,734002,1
Alaska,2/11/20,0,0,,49,51,36,49,734002,1
Alaska,2/10/20,0,0,,49,51,36,49,734002,1
Alaska,2/9/20,0,0,,49,51,36,49,734002,1
Alaska,2/8/20,0,0,,49,51,36,49,734002,1
Alaska,2/7/20,0,0,,49,51,36,49,734002,1
Alaska,2/6/20,0,0,,49,51,36,49,734002,1
Alaska,2/5/20,0,0,,49,51,36,49,734002,1
Alaska,2/4/20,0,0,,49,51,36,49,734002,1
Alaska,2/3/20,0,0,,49,51,36,49,734002,1
Alaska,2/2/20,0,0,,49,51,36,49,734002,1
Alaska,2/1/20,0,0,,49,51,36,49,734002,1
Alaska,1/31/20,0,0,,49,51,36,49,734002,1
Alaska,1/30/20,0,0,,49,51,36,49,734002,1
Alaska,1/29/20,0,0,,49,51,36,49,734002,1
Alaska,1/28/20,0,0,,49,51,36,49,734002,1
Alaska,1/27/20,0,0,,49,51,36,49,734002,1
Alaska,1/26/20,0,0,,49,51,36,49,734002,1
Alaska,1/25/20,0,0,,49,51,36,49,734002,1
Alaska,1/24/20,0,0,,49,51,36,49,734002,1
Alaska,1/23/20,0,0,,49,51,36,49,734002,1
Alaska,1/22/20,0,0,,49,51,36,49,734002,1
Arizona,4/23/20,5772,782,,22,24,34,40,7378494,65
Arizona,4/22/20,5473,742,,22,24,34,40,7378494,65
Arizona,4/21/20,5256,712,,22,24,34,40,7378494,65
Arizona,4/20/20,5068,687,,22,24,34,40,7378494,65
Arizona,4/19/20,4933,669,,22,24,34,40,7378494,65
Arizona,4/18/20,4724,640,,22,24,34,40,7378494,65
Arizona,4/17/20,4511,611,,22,24,34,40,7378494,65
Arizona,4/16/20,4237,574,,22,24,34,40,7378494,65
Arizona,4/15/20,3964,537,,22,24,34,40,7378494,65
Arizona,4/14/20,3809,516,14,22,24,34,40,7378494,65
Arizona,4/13/20,3705,502,13,22,24,34,40,7378494,65
Arizona,4/12/20,3542,480,12,22,24,34,40,7378494,65
Arizona,4/11/20,3393,460,11,22,24,34,40,7378494,65
Arizona,4/10/20,3112,422,10,22,24,34,40,7378494,65
Arizona,4/9/20,3018,409,9,22,24,34,40,7378494,65
Arizona,4/8/20,2726,369,8,22,24,34,40,7378494,65
Arizona,4/7/20,2575,349,7,22,24,34,40,7378494,65
Arizona,4/6/20,2460,333,6,22,24,34,40,7378494,65
Arizona,4/5/20,2269,308,5,22,24,34,40,7378494,65
Arizona,4/4/20,2019,274,4,22,24,34,40,7378494,65
Arizona,4/3/20,1769,240,3,22,24,34,40,7378494,65
Arizona,4/2/20,1596,216,2,22,24,34,40,7378494,65
Arizona,4/1/20,1413,192,1,22,24,34,40,7378494,65
Arizona,3/31/20,1289,175,0,22,24,34,40,7378494,65
Arizona,3/30/20,1157,157,-1,22,24,34,40,7378494,65
Arizona,3/29/20,919,125,-2,22,24,34,40,7378494,65
Arizona,3/28/20,773,105,-3,22,24,34,40,7378494,65
Arizona,3/27/20,665,90,-4,22,24,34,40,7378494,65
Arizona,3/26/20,508,69,-5,22,24,34,40,7378494,65
Arizona,3/25/20,401,54,-6,22,24,34,40,7378494,65
Arizona,3/24/20,326,44,-7,22,24,34,40,7378494,65
Arizona,3/23/20,235,32,-8,22,24,34,40,7378494,65
Arizona,3/22/20,152,21,-9,22,24,34,40,7378494,65
Arizona,3/21/20,104,14,-10,22,24,34,40,7378494,65
Arizona,3/20/20,68,9,-11,22,24,34,40,7378494,65
Arizona,3/19/20,45,6,-12,22,24,34,40,7378494,65
Arizona,3/18/20,27,4,-13,22,24,34,40,7378494,65
Arizona,3/17/20,20,3,-14,22,24,34,40,7378494,65
Arizona,3/16/20,18,2,,22,24,34,40,7378494,65
Arizona,3/15/20,12,2,,22,24,34,40,7378494,65
Arizona,3/14/20,12,2,,22,24,34,40,7378494,65
Arizona,3/13/20,9,1,,22,24,34,40,7378494,65
Arizona,3/12/20,9,1,,22,24,34,40,7378494,65
Arizona,3/11/20,9,1,,22,24,34,40,7378494,65
Arizona,3/10/20,6,1,,22,24,34,40,7378494,65
Arizona,3/9/20,4,1,,22,24,34,40,7378494,65
Arizona,3/8/20,4,1,,22,24,34,40,7378494,65
Arizona,3/7/20,4,1,,22,24,34,40,7378494,65
Arizona,3/6/20,2,0,,22,24,34,40,7378494,65
Arizona,3/5/20,1,0,,22,24,34,40,7378494,65
Arizona,3/4/20,1,0,,22,24,34,40,7378494,65
Arizona,3/3/20,1,0,,22,24,34,40,7378494,65
Arizona,3/2/20,1,0,,22,24,34,40,7378494,65
Arizona,3/1/20,1,0,,22,24,34,40,7378494,65
Arizona,2/29/20,1,0,,22,24,34,40,7378494,65
Arizona,2/28/20,1,0,,22,24,34,40,7378494,65
Arizona,2/27/20,1,0,,22,24,34,40,7378494,65
Arizona,2/26/20,1,0,,22,24,34,40,7378494,65
Arizona,2/25/20,1,0,,22,24,34,40,7378494,65
Arizona,2/24/20,1,0,,22,24,34,40,7378494,65
Arizona,2/23/20,1,0,,22,24,34,40,7378494,65
Arizona,2/22/20,1,0,,22,24,34,40,7378494,65
Arizona,2/21/20,1,0,,22,24,34,40,7378494,65
Arizona,2/20/20,1,0,,22,24,34,40,7378494,65
Arizona,2/19/20,1,0,,22,24,34,40,7378494,65
Arizona,2/18/20,1,0,,22,24,34,40,7378494,65
Arizona,2/17/20,1,0,,22,24,34,40,7378494,65
Arizona,2/16/20,1,0,,22,24,34,40,7378494,65
Arizona,2/15/20,1,0,,22,24,34,40,7378494,65
Arizona,2/14/20,1,0,,22,24,34,40,7378494,65
Arizona,2/13/20,1,0,,22,24,34,40,7378494,65
Arizona,2/12/20,1,0,,22,24,34,40,7378494,65
Arizona,2/11/20,1,0,,22,24,34,40,7378494,65
Arizona,2/10/20,1,0,,22,24,34,40,7378494,65
Arizona,2/9/20,1,0,,22,24,34,40,7378494,65
Arizona,2/8/20,1,0,,22,24,34,40,7378494,65
Arizona,2/7/20,1,0,,22,24,34,40,7378494,65
Arizona,2/6/20,1,0,,22,24,34,40,7378494,65
Arizona,2/5/20,1,0,,22,24,34,40,7378494,65
Arizona,2/4/20,1,0,,22,24,34,40,7378494,65
Arizona,2/3/20,1,0,,22,24,34,40,7378494,65
Arizona,2/2/20,1,0,,22,24,34,40,7378494,65
Arizona,2/1/20,1,0,,22,24,34,40,7378494,65
Arizona,1/31/20,1,0,,22,24,34,40,7378494,65
Arizona,1/30/20,1,0,,22,24,34,40,7378494,65
Arizona,1/29/20,1,0,,22,24,34,40,7378494,65
Arizona,1/28/20,1,0,,22,24,34,40,7378494,65
Arizona,1/27/20,1,0,,22,24,34,40,7378494,65
Arizona,1/26/20,1,0,,22,24,34,40,7378494,65
Arizona,1/25/20,0,0,,22,24,34,40,7378494,65
Arizona,1/24/20,0,0,,22,24,34,40,7378494,65
Arizona,1/23/20,0,0,,22,24,34,40,7378494,65
Arizona,1/22/20,0,0,,22,24,34,40,7378494,65
Arkansas,4/23/20,2599,855,,,37,,38,3038999,58
Arkansas,4/22/20,2276,749,,,37,,38,3038999,58
Arkansas,4/21/20,1990,655,,,37,,38,3038999,58
Arkansas,4/20/20,1973,649,,,37,,38,3038999,58
Arkansas,4/19/20,1781,586,,,37,,38,3038999,58
Arkansas,4/18/20,1744,574,,,37,,38,3038999,58
Arkansas,4/17/20,1695,558,,,37,,38,3038999,58
Arkansas,4/16/20,1620,533,,,37,,38,3038999,58
Arkansas,4/15/20,1569,516,,,37,,38,3038999,58
Arkansas,4/14/20,1498,493,,,37,,38,3038999,58
Arkansas,4/13/20,1410,464,,,37,,38,3038999,58
Arkansas,4/12/20,1280,421,,,37,,38,3038999,58
Arkansas,4/11/20,1228,404,,,37,,38,3038999,58
Arkansas,4/10/20,1171,385,,,37,,38,3038999,58
Arkansas,4/9/20,1119,368,,,37,,38,3038999,58
Arkansas,4/8/20,1000,329,,,37,,38,3038999,58
Arkansas,4/7/20,946,311,,,37,,38,3038999,58
Arkansas,4/6/20,875,288,,,37,,38,3038999,58
Arkansas,4/5/20,837,275,,,37,,38,3038999,58
Arkansas,4/4/20,743,244,,,37,,38,3038999,58
Arkansas,4/3/20,704,232,,,37,,38,3038999,58
Arkansas,4/2/20,643,212,,,37,,38,3038999,58
Arkansas,4/1/20,584,192,,,37,,38,3038999,58
Arkansas,3/31/20,523,172,,,37,,38,3038999,58
Arkansas,3/30/20,473,156,,,37,,38,3038999,58
Arkansas,3/29/20,426,140,,,37,,38,3038999,58
Arkansas,3/28/20,409,135,,,37,,38,3038999,58
Arkansas,3/27/20,381,125,,,37,,38,3038999,58
Arkansas,3/26/20,335,110,,,37,,38,3038999,58
Arkansas,3/25/20,280,92,,,37,,38,3038999,58
Arkansas,3/24/20,219,72,,,37,,38,3038999,58
Arkansas,3/23/20,192,63,,,37,,38,3038999,58
Arkansas,3/22/20,165,54,,,37,,38,3038999,58
Arkansas,3/21/20,122,40,,,37,,38,3038999,58
Arkansas,3/20/20,100,33,,,37,,38,3038999,58
Arkansas,3/19/20,62,20,,,37,,38,3038999,58
Arkansas,3/18/20,4,1,,,37,,38,3038999,58
Arkansas,3/17/20,3,1,,,37,,38,3038999,58
Arkansas,3/16/20,3,1,,,37,,38,3038999,58
Arkansas,3/15/20,3,1,,,37,,38,3038999,58
Arkansas,3/14/20,12,4,,,37,,38,3038999,58
Arkansas,3/13/20,9,3,,,37,,38,3038999,58
Arkansas,3/12/20,0,0,,,37,,38,3038999,58
Arkansas,3/11/20,0,0,,,37,,38,3038999,58
Arkansas,3/10/20,0,0,,,37,,38,3038999,58
Arkansas,3/9/20,0,0,,,37,,38,3038999,58
Arkansas,3/8/20,0,0,,,37,,38,3038999,58
Arkansas,3/7/20,0,0,,,37,,38,3038999,58
Arkansas,3/6/20,0,0,,,37,,38,3038999,58
Arkansas,3/5/20,0,0,,,37,,38,3038999,58
Arkansas,3/4/20,0,0,,,37,,38,3038999,58
Arkansas,3/3/20,0,0,,,37,,38,3038999,58
Arkansas,3/2/20,0,0,,,37,,38,3038999,58
Arkansas,3/1/20,0,0,,,37,,38,3038999,58
Arkansas,2/29/20,0,0,,,37,,38,3038999,58
Arkansas,2/28/20,0,0,,,37,,38,3038999,58
Arkansas,2/27/20,0,0,,,37,,38,3038999,58
Arkansas,2/26/20,0,0,,,37,,38,3038999,58
Arkansas,2/25/20,0,0,,,37,,38,3038999,58
Arkansas,2/24/20,0,0,,,37,,38,3038999,58
Arkansas,2/23/20,0,0,,,37,,38,3038999,58
Arkansas,2/22/20,0,0,,,37,,38,3038999,58
Arkansas,2/21/20,0,0,,,37,,38,3038999,58
Arkansas,2/20/20,0,0,,,37,,38,3038999,58
Arkansas,2/19/20,0,0,,,37,,38,3038999,58
Arkansas,2/18/20,0,0,,,37,,38,3038999,58
Arkansas,2/17/20,0,0,,,37,,38,3038999,58
Arkansas,2/16/20,0,0,,,37,,38,3038999,58
Arkansas,2/15/20,0,0,,,37,,38,3038999,58
Arkansas,2/14/20,0,0,,,37,,38,3038999,58
Arkansas,2/13/20,0,0,,,37,,38,3038999,58
Arkansas,2/12/20,0,0,,,37,,38,3038999,58
Arkansas,2/11/20,0,0,,,37,,38,3038999,58
Arkansas,2/10/20,0,0,,,37,,38,3038999,58
Arkansas,2/9/20,0,0,,,37,,38,3038999,58
Arkansas,2/8/20,0,0,,,37,,38,3038999,58
Arkansas,2/7/20,0,0,,,37,,38,3038999,58
Arkansas,2/6/20,0,0,,,37,,38,3038999,58
Arkansas,2/5/20,0,0,,,37,,38,3038999,58
Arkansas,2/4/20,0,0,,,37,,38,3038999,58
Arkansas,2/3/20,0,0,,,37,,38,3038999,58
Arkansas,2/2/20,0,0,,,37,,38,3038999,58
Arkansas,2/1/20,0,0,,,37,,38,3038999,58
Arkansas,1/31/20,0,0,,,37,,38,3038999,58
Arkansas,1/30/20,0,0,,,37,,38,3038999,58
Arkansas,1/29/20,0,0,,,37,,38,3038999,58
Arkansas,1/28/20,0,0,,,37,,38,3038999,58
Arkansas,1/27/20,0,0,,,37,,38,3038999,58
Arkansas,1/26/20,0,0,,,37,,38,3038999,58
Arkansas,1/25/20,0,0,,,37,,38,3038999,58
Arkansas,1/24/20,0,0,,,37,,38,3038999,58
Arkansas,1/23/20,0,0,,,37,,38,3038999,58
Arkansas,1/22/20,0,0,,,37,,38,3038999,58
California,4/23/20,39561,995,,3,4,20,33,39747267,256
California,4/22/20,37344,940,,3,4,20,33,39747267,256
California,4/21/20,35465,892,,3,4,20,33,39747267,256
California,4/20/20,33686,848,,3,4,20,33,39747267,256
California,4/19/20,31431,791,,3,4,20,33,39747267,256
California,4/18/20,30491,767,,3,4,20,33,39747267,256
California,4/17/20,29157,734,,3,4,20,33,39747267,256
California,4/16/20,27677,696,,3,4,20,33,39747267,256
California,4/15/20,26686,671,,3,4,20,33,39747267,256
California,4/14/20,25356,638,,3,4,20,33,39747267,256
California,4/13/20,23931,602,,3,4,20,33,39747267,256
California,4/12/20,22795,573,,3,4,20,33,39747267,256
California,4/11/20,21706,546,,3,4,20,33,39747267,256
California,4/10/20,21081,530,,3,4,20,33,39747267,256
California,4/9/20,19710,496,,3,4,20,33,39747267,256
California,4/8/20,18897,475,,3,4,20,33,39747267,256
California,4/7/20,17351,437,,3,4,20,33,39747267,256
California,4/6/20,16019,403,,3,4,20,33,39747267,256
California,4/5/20,15034,378,,3,4,20,33,39747267,256
California,4/4/20,12837,323,,3,4,20,33,39747267,256
California,4/3/20,12004,302,,3,4,20,33,39747267,256
California,4/2/20,10773,271,14,3,4,20,33,39747267,256
California,4/1/20,9399,236,13,3,4,20,33,39747267,256
California,3/31/20,8210,207,12,3,4,20,33,39747267,256
California,3/30/20,7138,180,11,3,4,20,33,39747267,256
California,3/29/20,5852,147,10,3,4,20,33,39747267,256
California,3/28/20,5095,128,9,3,4,20,33,39747267,256
California,3/27/20,4657,117,8,3,4,20,33,39747267,256
California,3/26/20,3899,98,7,3,4,20,33,39747267,256
California,3/25/20,2998,75,6,3,4,20,33,39747267,256
California,3/24/20,2538,64,5,3,4,20,33,39747267,256
California,3/23/20,2108,53,4,3,4,20,33,39747267,256
California,3/22/20,1646,41,3,3,4,20,33,39747267,256
California,3/21/20,1405,35,2,3,4,20,33,39747267,256
California,3/20/20,1243,31,1,3,4,20,33,39747267,256
California,3/19/20,1005,25,0,3,4,20,33,39747267,256
California,3/18/20,828,21,-1,3,4,20,33,39747267,256
California,3/17/20,700,18,-2,3,4,20,33,39747267,256
California,3/16/20,557,14,-3,3,4,20,33,39747267,256
California,3/15/20,373,9,-4,3,4,20,33,39747267,256
California,3/14/20,372,9,-5,3,4,20,33,39747267,256
California,3/13/20,281,7,-6,3,4,20,33,39747267,256
California,3/12/20,221,6,-7,3,4,20,33,39747267,256
California,3/11/20,178,4,-8,3,4,20,33,39747267,256
California,3/10/20,144,4,-9,3,4,20,33,39747267,256
California,3/9/20,101,3,-10,3,4,20,33,39747267,256
California,3/8/20,95,2,-11,3,4,20,33,39747267,256
California,3/7/20,81,2,-12,3,4,20,33,39747267,256
California,3/6/20,59,1,-13,3,4,20,33,39747267,256
California,3/5/20,51,1,-14,3,4,20,33,39747267,256
California,3/4/20,35,1,,3,4,20,33,39747267,256
California,3/3/20,25,1,,3,4,20,33,39747267,256
California,3/2/20,21,1,,3,4,20,33,39747267,256
California,3/1/20,12,0,,3,4,20,33,39747267,256
California,2/29/20,12,0,,3,4,20,33,39747267,256
California,2/28/20,11,0,,3,4,20,33,39747267,256
California,2/27/20,11,0,,3,4,20,33,39747267,256
California,2/26/20,10,0,,3,4,20,33,39747267,256
California,2/25/20,10,0,,3,4,20,33,39747267,256
California,2/24/20,10,0,,3,4,20,33,39747267,256
California,2/23/20,10,0,,3,4,20,33,39747267,256
California,2/22/20,10,0,,3,4,20,33,39747267,256
California,2/21/20,10,0,,3,4,20,33,39747267,256
California,2/20/20,8,0,,3,4,20,33,39747267,256
California,2/19/20,8,0,,3,4,20,33,39747267,256
California,2/18/20,8,0,,3,4,20,33,39747267,256
California,2/17/20,8,0,,3,4,20,33,39747267,256
California,2/16/20,8,0,,3,4,20,33,39747267,256
California,2/15/20,8,0,,3,4,20,33,39747267,256
California,2/14/20,8,0,,3,4,20,33,39747267,256
California,2/13/20,8,0,,3,4,20,33,39747267,256
California,2/12/20,7,0,,3,4,20,33,39747267,256
California,2/11/20,7,0,,3,4,20,33,39747267,256
California,2/10/20,6,0,,3,4,20,33,39747267,256
California,2/9/20,6,0,,3,4,20,33,39747267,256
California,2/8/20,6,0,,3,4,20,33,39747267,256
California,2/7/20,6,0,,3,4,20,33,39747267,256
California,2/6/20,6,0,,3,4,20,33,39747267,256
California,2/5/20,6,0,,3,4,20,33,39747267,256
California,2/4/20,6,0,,3,4,20,33,39747267,256
California,2/3/20,6,0,,3,4,20,33,39747267,256
California,2/2/20,3,0,,3,4,20,33,39747267,256
California,2/1/20,3,0,,3,4,20,33,39747267,256
California,1/31/20,3,0,,3,4,20,33,39747267,256
California,1/30/20,2,0,,3,4,20,33,39747267,256
California,1/29/20,2,0,,3,4,20,33,39747267,256
California,1/28/20,2,0,,3,4,20,33,39747267,256
California,1/27/20,2,0,,3,4,20,33,39747267,256
California,1/26/20,2,0,,3,4,20,33,39747267,256
California,1/25/20,0,0,,3,4,20,33,39747267,256
California,1/24/20,0,0,,3,4,20,33,39747267,256
California,1/23/20,0,0,,3,4,20,33,39747267,256
California,1/22/20,0,0,,3,4,20,33,39747267,256
Colorado,4/23/20,11278,1929,,13,17,10,16,5845526,56
Colorado,4/22/20,10891,1863,,13,17,10,16,5845526,56
Colorado,4/21/20,10473,1792,,13,17,10,16,5845526,56
Colorado,4/20/20,9730,1665,,13,17,10,16,5845526,56
Colorado,4/19/20,9730,1665,,13,17,10,16,5845526,56
